timestamp,agent_id,action_type,entity_id,outcome
2025-01-01T00:00:00Z,conductor,received_event,evt_1,logged
2026-02-25T11:07:02Z,conductor,received_event,evt_dd7ae27530c0,logged
2026-02-25T11:07:54Z,conductor,received_event,evt_4e5c3219461c,logged
2026-02-25T11:07:54Z,sentinel,incident_created,inc_fac0db90bce0,success
2026-02-25T11:07:59Z,sentinel,ticket_created,811729d1c39372107ee3fc0ed4013186,success
2026-02-25T11:24:01Z,conductor,received_event,evt_1574dd69c4d6,logged
2026-02-25T11:25:02Z,conductor,received_event,evt_e3223fe82b5c,logged
2026-02-25T11:25:02Z,sentinel,incident_created,inc_a6c3603b26f1,success
2026-02-25T11:25:06Z,sentinel,ticket_created,840ba5d9c39372107ee3fc0ed40131fd,success
2026-02-25T12:51:57Z,conductor,received_event,evt_0fac9ff0845e,logged
2026-02-25T12:53:03Z,conductor,received_event,evt_c8347c8cfbdf,logged
2026-02-25T12:53:03Z,sentinel,incident_created,inc_477b0fe3c6a9,success
2026-02-25T12:53:07Z,sentinel,ticket_created,092f7591c35772107ee3fc0ed40131ca,success
2026-02-25T12:53:09Z,triage,enriched_ticket,inc_477b0fe3c6a9,success
2026-02-25T13:37:58Z,conductor,received_event,evt_84586364b2db,logged
2026-02-25T13:37:58Z,sentinel,incident_created,inc_0544b1be1156,success
2026-02-25T13:38:02Z,sentinel,ticket_created,1769c295c39772107ee3fc0ed4013114,success
2026-02-25T13:38:05Z,triage,enriched_ticket,inc_0544b1be1156,success
2026-02-25T13:38:05Z,triage,solicit_sent,inc_0544b1be1156,failed
2026-02-25T13:38:49Z,conductor,received_event,evt_2758e61be4f1,logged
2026-02-25T13:38:49Z,sentinel,incident_created,inc_88125073e90c,success
2026-02-25T13:38:52Z,sentinel,ticket_created,e399c295c39772107ee3fc0ed40131d0,success
2026-02-25T13:38:55Z,triage,enriched_ticket,inc_88125073e90c,success
2026-02-25T13:39:59Z,conductor,received_event,evt_f16600366392,logged
2026-02-25T13:39:59Z,sentinel,incident_created,inc_607ec66d98be,success
2026-02-25T13:40:02Z,sentinel,ticket_created,a8e942d5c39772107ee3fc0ed4013140,success
2026-02-25T13:40:05Z,triage,enriched_ticket,inc_607ec66d98be,success
2026-02-25T13:40:05Z,triage,solicit_sent,inc_607ec66d98be,failed
2026-02-25T13:53:10Z,conductor,received_event,evt_3f17b1b51f5e,logged
2026-02-25T13:53:10Z,sentinel,incident_created,inc_c9b82858489d,success
2026-02-25T13:53:14Z,sentinel,ticket_created,b5ec4e1dc39772107ee3fc0ed4013178,success
2026-02-25T13:53:17Z,triage,enriched_ticket,inc_c9b82858489d,success
2026-02-25T13:53:17Z,triage,solicit_sent,inc_c9b82858489d,skipped_no_channel
2026-02-25T13:58:40Z,conductor,received_event,evt_6e34ba00210f,logged
2026-02-25T13:58:40Z,sentinel,incident_created,inc_ef08592aea37,success
2026-02-25T13:58:47Z,sentinel,ticket_created,db2e4e1dc39772107ee3fc0ed40131fb,success
2026-02-25T13:58:50Z,triage,enriched_ticket,inc_ef08592aea37,success
2026-02-25T13:58:54Z,triage,solicit_sent,inc_ef08592aea37,success
2026-02-25T14:04:43Z,triage,incident_closed,inc_ef08592aea37,no_ticket
2026-02-25T14:06:18Z,conductor,received_event,evt_cf60d9f4359d,logged
2026-02-25T14:06:18Z,sentinel,incident_created,inc_687ec7a0a545,success
2026-02-25T14:06:27Z,sentinel,ticket_created,dfef8e91c3d772107ee3fc0ed4013163,success
2026-02-25T14:06:30Z,triage,enriched_ticket,inc_687ec7a0a545,success
2026-02-25T14:07:26Z,conductor,received_event,evt_f45200fcead7,logged
2026-02-25T14:07:26Z,sentinel,incident_created,inc_ff78915da078,success
2026-02-25T14:07:32Z,sentinel,ticket_created,5f209e91c3d772107ee3fc0ed40131a9,success
2026-02-25T14:07:35Z,triage,enriched_ticket,inc_ff78915da078,success
2026-02-25T14:07:38Z,triage,solicit_sent,inc_ff78915da078,success
2026-02-25T14:08:21Z,triage,incident_closed,inc_ff78915da078,no_ticket
2026-02-25T14:48:48Z,conductor,received_event,evt_2ac041c3d102,logged
2026-02-25T14:48:48Z,sentinel,incident_created,inc_4da172d26c26,success
2026-02-25T14:48:54Z,sentinel,ticket_created,INC0010011,success
2026-02-25T14:48:57Z,triage,enriched_ticket,inc_4da172d26c26,success
2026-02-25T14:49:00Z,triage,solicit_sent,inc_4da172d26c26,success
2026-02-25T14:49:00Z,conductor,received_event,evt_3e7cc98abd70,logged
2026-02-25T14:49:00Z,sentinel,incident_created,inc_ab644e39f2d1,success
2026-02-25T14:49:06Z,sentinel,ticket_created,INC0010012,success
2026-02-25T14:49:08Z,triage,enriched_ticket,inc_ab644e39f2d1,success
2026-02-25T14:49:11Z,triage,solicit_sent,inc_ab644e39f2d1,success
2026-02-25T14:49:11Z,conductor,received_event,evt_c7be895f4bbf,logged
2026-02-25T14:49:11Z,sentinel,incident_created,inc_b7803aaf3de3,success
2026-02-25T14:49:17Z,sentinel,ticket_created,INC0010013,success
2026-02-25T14:49:21Z,triage,enriched_ticket,inc_b7803aaf3de3,success
2026-02-25T14:49:24Z,triage,solicit_sent,inc_b7803aaf3de3,success
2026-02-25T14:50:02Z,triage,incident_closed,INC0010013,no_ticket
2026-02-25T14:55:40Z,triage,incident_closed,INC0010012,"no_ticket: HTTP 403: {""error"":{""message"":""Operation Failed"",""detail"":""Data Policy Exception: \n\tThe following fields are mandatory: Resolution code""},""status"":""failure""}"
2026-02-25T14:55:53Z,conductor,received_event,evt_0c975f547e8c,logged
2026-02-25T14:55:53Z,sentinel,incident_created,inc_0d0a43fb78b3,success
2026-02-25T14:55:59Z,sentinel,ticket_created,INC0010014,success
2026-02-25T14:56:02Z,triage,enriched_ticket,inc_0d0a43fb78b3,success
2026-02-25T14:56:06Z,triage,solicit_sent,inc_0d0a43fb78b3,success
2026-02-25T14:56:47Z,triage,incident_closed,INC0010014,"no_ticket: HTTP 403: {""error"":{""message"":""Operation Failed"",""detail"":""Data Policy Exception: \n\tThe following fields are mandatory: Resolution code""},""status"":""failure""}"
2026-02-25T16:58:33Z,triage,incident_closed,e399c295c39772107ee3fc0ed40131d0,"no_ticket: HTTP 403: {""error"":{""message"":""Operation Failed"",""detail"":""Data Policy Exception: \n\tThe following fields are mandatory: Resolution code""},""status"":""failure""}"
2026-02-25T16:59:25Z,conductor,received_event,evt_4a45c0a57906,logged
2026-02-25T17:00:16Z,conductor,received_event,evt_aee6797a1ad9,logged
2026-02-25T17:00:16Z,sentinel,incident_created,inc_7e86552fe801,success
2026-02-25T17:00:24Z,sentinel,ticket_created,INC0010015,success
2026-02-25T17:00:28Z,triage,enriched_ticket,inc_7e86552fe801,success
2026-02-25T17:08:33Z,conductor,received_event,evt_2cf79302f0f7,logged
2026-02-25T17:08:33Z,sentinel,incident_created,inc_b8824ad712f9,success
2026-02-25T17:08:42Z,sentinel,ticket_created,INC0010016,success
2026-02-25T17:08:46Z,triage,enriched_ticket,inc_b8824ad712f9,success
2026-02-25T17:08:51Z,triage,solicit_sent,inc_b8824ad712f9,success
2026-02-25T17:11:07Z,triage,incident_closed,INC0010016,"no_ticket: HTTP 403: {""error"":{""message"":""Operation Failed"",""detail"":""Data Policy Exception: \n\tThe following fields are mandatory: Resolution code""},""status"":""failure""}"
2026-02-25T17:15:16Z,triage,incident_closed,INC0010015,"no_ticket: HTTP 403: {""error"":{""message"":""Operation Failed"",""detail"":""Data Policy Exception: \n\tThe following fields are mandatory: Resolution code""},""status"":""failure""}"
2026-02-25T17:17:02Z,triage,incident_closed,INC0010011,"no_ticket: HTTP 403: {""error"":{""message"":""Operation Failed"",""detail"":""Data Policy Exception: \n\tThe following fields are mandatory: Resolution code""},""status"":""failure""}"
2026-02-25T17:17:52Z,triage,incident_closed,dfef8e91c3d772107ee3fc0ed4013163,"no_ticket: HTTP 403: {""error"":{""message"":""Operation Failed"",""detail"":""Data Policy Exception: \n\tThe following fields are mandatory: Resolution code""},""status"":""failure""}"
2026-02-25T17:18:50Z,conductor,received_event,evt_3c8c77065809,logged
2026-02-25T17:18:51Z,sentinel,incident_created,inc_b593e254db48,success
2026-02-25T17:19:01Z,sentinel,ticket_created,INC0010017,success
2026-02-25T17:19:05Z,triage,enriched_ticket,inc_b593e254db48,success
2026-02-25T17:19:09Z,triage,solicit_sent,inc_b593e254db48,success
2026-02-25T17:20:28Z,triage,incident_closed,INC0010017,"no_ticket: HTTP 403: {""error"":{""message"":""Operation Failed"",""detail"":""Data Policy Exception: \n\tThe following fields are mandatory: Resolution code""},""status"":""failure""}"
2026-02-26T07:30:03Z,conductor,received_event,evt_8e8927ef3c12,logged
2026-02-26T07:30:03Z,sentinel,incident_created,inc_f7403ab7937a,success
2026-02-26T07:30:19Z,sentinel,ticket_created,INC0010018,success
2026-02-26T07:30:23Z,triage,enriched_ticket,inc_f7403ab7937a,success
2026-02-26T07:31:52Z,triage,incident_closed,INC0010018,success
2026-02-26T07:41:38Z,conductor,received_event,evt_3432b479e847,logged
2026-02-26T07:41:38Z,sentinel,incident_created,inc_1eed7b0185d3,success
2026-02-26T07:41:47Z,sentinel,ticket_created,INC0010019,success
2026-02-26T07:41:50Z,triage,enriched_ticket,inc_1eed7b0185d3,success
2026-02-26T07:41:53Z,triage,solicit_sent,inc_1eed7b0185d3,success
2026-02-26T07:43:35Z,triage,incident_closed,INC0010019,success
2026-02-26T07:57:34Z,conductor,received_event,evt_68e36a9a3496,logged
2026-02-26T07:57:34Z,sentinel,incident_created,inc_0be9d7df20ef,success
2026-02-26T07:57:43Z,sentinel,ticket_created,INC0010020,success
2026-02-26T07:59:31Z,conductor,received_event,evt_fccbb0d7a0a7,logged
2026-02-26T07:59:31Z,sentinel,incident_created,inc_db54981f1492,success
2026-02-26T07:59:39Z,sentinel,ticket_created,INC0010021,success
2026-02-26T07:59:41Z,triage,enriched_ticket,inc_db54981f1492,success
2026-02-26T08:09:56Z,conductor,received_event,evt_c0f1006fedf3,logged
2026-02-26T08:09:56Z,sentinel,incident_created,inc_9ce6dbc1deaf,success
2026-02-26T08:10:08Z,sentinel,ticket_created,INC0010022,success
2026-02-26T08:10:10Z,triage,enriched_ticket,inc_9ce6dbc1deaf,success
2026-02-26T08:13:53Z,triage,incident_closed,INC0010022,success
2026-02-26T08:27:15Z,conductor,received_event,evt_042f15e6c92e,logged
2026-02-26T08:27:15Z,sentinel,incident_created,inc_55b014d95e03,success
2026-02-26T08:27:23Z,sentinel,ticket_created,INC0010023,success
2026-02-26T08:27:28Z,triage,enriched_ticket,inc_55b014d95e03,success
2026-02-26T08:29:30Z,triage,incident_closed,INC0010023,success
2026-02-26T08:42:30Z,conductor,received_event,evt_91d2937f2dd0,logged
2026-02-26T08:42:30Z,sentinel,incident_created,inc_beb38291df5a,success
2026-02-26T08:42:39Z,sentinel,ticket_created,INC0010024,success
2026-02-26T08:42:42Z,triage,enriched_ticket,inc_beb38291df5a,success
2026-02-26T10:15:24Z,conductor,received_event,evt_460125703968,logged
2026-02-26T10:15:24Z,alert_router,reopen_detected,INC0010023,warning
2026-02-26T10:15:27Z,sentinel,incident_created,inc_b7c59851d072,success
2026-02-26T10:15:39Z,sentinel,ticket_created,INC0010025,success
2026-02-26T10:15:41Z,triage,enriched_ticket,inc_b7c59851d072,success
2026-02-26T10:17:50Z,conductor,received_event,evt_ab0da492a33d,logged
2026-02-26T10:17:50Z,alert_router,reopen_detected,INC0010023,warning
2026-02-26T10:17:52Z,sentinel,incident_created,inc_df2ca2723407,success
2026-02-26T10:17:56Z,correlator,parent_created,INC0010026,success
2026-02-26T10:18:04Z,sentinel,ticket_created,INC0010027,success
2026-02-26T10:18:06Z,triage,enriched_ticket,inc_df2ca2723407,success
2026-02-26T10:19:57Z,triage,incident_closed,INC0010026,success
2026-02-26T10:21:15Z,triage,incident_closed,INC0010027,success
2026-02-26T10:30:01Z,conductor,received_event,evt_9d78fc43de60,logged
2026-02-26T10:30:01Z,alert_router,reopen_detected,INC0010019,warning
2026-02-26T10:30:04Z,sentinel,incident_created,inc_735a6087e9b3,success
2026-02-26T10:30:13Z,sentinel,ticket_created,INC0010028,success
2026-02-26T10:30:17Z,triage,enriched_ticket,inc_735a6087e9b3,success
2026-02-26T10:30:19Z,triage,solicit_sent,inc_735a6087e9b3,success
2026-02-26T10:30:19Z,conductor,received_event,evt_cc906b987569,logged
2026-02-26T10:30:19Z,alert_router,reopen_detected,INC0010019,warning
2026-02-26T10:30:22Z,sentinel,incident_created,inc_e4073222b737,success
2026-02-26T10:30:24Z,correlator,parent_created,INC0010029,success
2026-02-26T10:30:30Z,sentinel,ticket_created,INC0010030,success
2026-02-26T10:30:33Z,triage,enriched_ticket,inc_e4073222b737,success
2026-02-26T10:30:35Z,triage,solicit_sent,inc_e4073222b737,success
2026-02-26T10:30:35Z,conductor,received_event,evt_94f7533bb93c,logged
2026-02-26T10:30:35Z,alert_router,reopen_detected,INC0010019,warning
2026-02-26T10:30:37Z,sentinel,incident_created,inc_cf090a1c3f0c,success
2026-02-26T10:30:44Z,sentinel,ticket_created,INC0010031,success
2026-02-26T10:30:47Z,triage,enriched_ticket,inc_cf090a1c3f0c,success
2026-02-26T10:30:50Z,triage,solicit_sent,inc_cf090a1c3f0c,success
2026-02-26T10:30:50Z,conductor,received_event,evt_d2f7c05b4c76,logged
2026-02-26T10:30:50Z,alert_router,reopen_detected,INC0010019,warning
2026-02-26T10:30:53Z,sentinel,incident_created,inc_99f643ca5002,success
2026-02-26T10:30:59Z,sentinel,ticket_created,INC0010032,success
2026-02-26T10:31:02Z,triage,enriched_ticket,inc_99f643ca5002,success
2026-02-26T10:31:04Z,triage,solicit_sent,inc_99f643ca5002,success
2026-02-26T10:31:04Z,conductor,received_event,evt_0a6a242ef06f,logged
2026-02-26T10:31:04Z,alert_router,reopen_detected,INC0010019,warning
2026-02-26T10:31:07Z,sentinel,incident_created,inc_a6dd447b2556,success
2026-02-26T10:31:13Z,sentinel,ticket_created,INC0010033,success
2026-02-26T10:31:15Z,triage,enriched_ticket,inc_a6dd447b2556,success
2026-02-26T10:31:18Z,triage,solicit_sent,inc_a6dd447b2556,success
2026-02-26T11:09:01Z,triage,incident_closed,INC0010024,success
2026-02-26T11:10:19Z,triage,incident_closed,INC0010030,success
2026-02-26T11:10:29Z,triage,incident_closed,INC0010031,success
2026-02-26T11:10:41Z,triage,incident_closed,INC0010032,success
2026-02-26T11:10:50Z,triage,incident_closed,INC0010033,success
2026-02-26T11:10:59Z,triage,incident_closed,INC0010029,success
